dataset, k, time, layersize
anti_2.txt, 2147483647, 1213, 48
anti_4.txt, 2147483647, 1130, 3
anti_6.txt, 2147483647, 931, 2
anti_8.txt, 2147483647, 1750, 4
corr_2.txt, 2147483647, 7519, 728
corr_4.txt, 2147483647, 2412, 41
corr_6.txt, 2147483647, 1937, 13
corr_8.txt, 2147483647, 1658, 7
inde_2.txt, 2147483647, 2336, 185
inde_4.txt, 2147483647, 1904, 22
inde_6.txt, 2147483647, 1678, 10
inde_8.txt, 2147483647, 1507, 6
nba_5.txt, 2147483647, 34, 14
test_2.txt, 2147483647, 0, 4
